male_ids,obs_date,month,year,unit,obs_start,obs_end,mom.id,dispersal.date,dispersed,dod,age.died,age,ysib,no.of.peers.1,mom.presence,older_peers,younger_peers,mrank_prop,unit.size.cont
AAD,9/18/19,9,2019,A,9/18/19,3/30/20,ANT,NA,0,NA,NA,0,-1,0,Present,0,0,0.8,6
AAD,10/18/19,10,2019,A,9/18/19,3/30/20,ANT,NA,0,NA,NA,0.08,-1,0,Present,0,0,0.8,6
AAD,11/18/19,11,2019,A,9/18/19,3/30/20,ANT,NA,0,NA,NA,0.17,-1,0,Present,0,0,0.8,6
AAD,12/18/19,12,2019,A,9/18/19,3/30/20,ANT,NA,0,NA,NA,0.25,-1,0,Present,0,0,0.8,6
AAD,1/18/20,1,2020,A,9/18/19,3/30/20,ANT,NA,0,NA,NA,0.33,-1,0,Present,0,0,0.8,6
AAD,2/18/20,2,2020,A,9/18/19,3/30/20,ANT,NA,0,NA,NA,0.42,-1,0,Present,0,0,0.8,6
AAD,3/18/20,3,2020,A,9/18/19,3/30/20,ANT,NA,0,NA,NA,0.5,-1,0,Present,0,0,0.8,6
AGA,12/28/11,12,2011,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,0,-1,0,Present,0,0,1,3
AGA,1/28/12,1,2012,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,0.08,-1,0,Present,0,0,1,3
AGA,2/28/12,2,2012,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,0.17,-1,0,Present,0,0,1,3
AGA,3/28/12,3,2012,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,0.25,-1,0,Present,0,0,1,3
AGA,4/28/12,4,2012,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,0.33,-1,0,Present,0,0,1,3
AGA,5/28/12,5,2012,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,0.42,-1,0,Present,0,0,1,3
AGA,6/28/12,6,2012,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,0.5,-1,0,Present,0,0,1,3
AGA,7/28/12,7,2012,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,0.58,-1,0,Present,0,0,1,3
AGA,8/28/12,8,2012,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,0.67,-1,0,Present,0,0,1,3
AGA,9/28/12,9,2012,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,0.75,-1,0,Present,0,0,1,4
AGA,10/28/12,10,2012,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,0.84,-1,0,Present,0,0,1,4
AGA,11/28/12,11,2012,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,0.92,-1,0,Present,0,0,1,4
AGA,12/28/12,12,2012,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,1,-1,0,Present,0,0,1,4
AGA,1/28/13,1,2013,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,1.09,-1,0,Present,0,0,1,4
AGA,2/28/13,2,2013,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,1.17,-1,0,Present,0,0,1,4
AGA,3/28/13,3,2013,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,1.25,-1,0,Present,0,0,1,4
AGA,4/28/13,4,2013,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,1.33,-1,0,Present,0,0,1,4
AGA,5/28/13,5,2013,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,1.42,-1,0,Present,0,0,1,4
AGA,6/28/13,6,2013,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,1.5,-1,0,Present,0,0,1,4
AGA,7/28/13,7,2013,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,1.58,-1,0,Present,0,0,1,4
AGA,8/28/13,8,2013,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,1.67,-1,0,Present,0,0,1,4
AGA,9/28/13,9,2013,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,1.75,-1,0,Present,0,0,0.666666667,4
AGA,10/28/13,10,2013,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,1.83,-1,0,Present,0,0,0.666666667,4
AGA,11/28/13,11,2013,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,1.92,-1,0,Present,0,0,0.666666667,4
AGA,12/28/13,12,2013,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,2,-1,0,Present,0,0,0.666666667,4
AGA,1/28/14,1,2014,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,2.09,-1,0,Present,0,0,0.666666667,4
AGA,2/28/14,2,2014,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,2.17,-1,0,Present,0,0,0.666666667,4
AGA,3/28/14,3,2014,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,2.25,-1,0,Present,0,0,0.666666667,4
AGA,4/28/14,4,2014,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,2.33,-1,0,Present,0,0,1,4
AGA,5/28/14,5,2014,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,2.41,-1,0,Present,0,0,1,4
AGA,6/28/14,6,2014,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,2.5,1,0,Present,0,0,1,5
AGA,7/28/14,7,2014,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,2.58,1,0,Present,0,0,0.75,5
AGA,8/28/14,8,2014,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,2.67,1,0,Present,0,0,0.75,5
AGA,9/28/14,9,2014,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,2.75,1,0,Present,0,0,0.75,5
AGA,10/28/14,10,2014,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,2.83,1,0,Present,0,0,0.75,5
AGA,11/28/14,11,2014,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,2.92,1,0,Present,0,0,1,5
AGA,12/28/14,12,2014,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,3,1,0,Present,0,0,1,5
AGA,1/28/15,1,2015,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,3.09,1,0,Present,0,0,1,5
AGA,2/28/15,2,2015,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,3.17,1,0,Present,0,0,1,5
AGA,3/28/15,3,2015,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,3.25,1,0,Present,0,0,1,5
AGA,4/28/15,4,2015,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,3.33,1,0,Present,0,0,1,5
AGA,5/28/15,5,2015,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,3.41,1,0,Present,0,0,0.75,5
AGA,6/28/15,6,2015,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,3.5,1,0,Present,0,0,0.75,5
AGA,7/28/15,7,2015,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,3.58,1,0,Present,0,0,0.75,5
AGA,8/28/15,8,2015,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,3.67,1,0,Present,0,0,0.75,5
AGA,9/28/15,9,2015,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,3.75,1,0,Present,0,0,0.75,5
AGA,10/28/15,10,2015,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,3.83,1,0,Present,0,0,0.75,5
AGA,11/28/15,11,2015,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,3.92,1,0,Present,0,0,0.75,5
AGA,12/28/15,12,2015,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,4,1,0,Present,0,0,1,5
AGA,1/28/16,1,2016,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,4.08,1,0,Present,0,0,0.8,6
AGA,2/28/16,2,2016,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,4.17,1,0,Present,0,0,0.8,6
AGA,3/28/16,3,2016,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,4.25,1,0,Present,0,0,0.8,6
AGA,4/28/16,4,2016,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,4.33,1,0,Present,0,0,0.8,6
AGA,5/28/16,5,2016,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,4.42,1,0,Present,0,0,0.8,6
AGA,6/28/16,6,2016,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,4.5,1,0,Present,0,0,0.8,6
AGA,7/28/16,7,2016,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,4.58,1,0,Present,0,0,0.8,6
AGA,8/28/16,8,2016,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,4.67,1,0,Present,0,0,0.8,6
AGA,9/28/16,9,2016,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,4.75,1,0,Present,0,0,0.8,6
AGA,10/28/16,10,2016,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,4.84,1,0,Present,0,0,0.8,6
AGA,11/28/16,11,2016,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,4.92,1,0,Present,0,0,0.8,6
AGA,12/28/16,12,2016,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,5,1,0,Present,0,0,0.8,6
AGA,1/28/17,1,2017,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,5.09,1,0,Present,0,0,0.833333333,7
AGA,2/28/17,2,2017,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,5.17,1,0,Present,0,0,0.833333333,7
AGA,3/28/17,3,2017,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,5.25,1,0,Present,0,0,0.833333333,7
AGA,4/28/17,4,2017,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,5.33,1,0,Present,0,0,0.833333333,7
AGA,5/28/17,5,2017,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,5.42,1,0,Present,0,0,0.833333333,7
AGA,6/28/17,6,2017,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,5.5,1,0,Present,0,0,0.833333333,7
AGA,7/28/17,7,2017,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,5.58,1,0,Present,0,0,0.833333333,7
AGA,8/28/17,8,2017,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,5.67,1,0,Present,0,0,0.833333333,7
AGA,9/28/17,9,2017,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,5.75,1,0,Present,0,0,0.666666667,7
AGA,10/28/17,10,2017,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,5.83,1,0,Present,0,0,0.666666667,7
AGA,11/28/17,11,2017,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,5.92,1,0,Present,0,0,0.666666667,7
AGA,12/28/17,12,2017,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,6,1,0,Present,0,0,0.666666667,7
AGA,1/28/18,1,2018,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,6.09,1,0,Present,0,0,0.666666667,7
AGA,2/28/18,2,2018,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,6.17,1,0,Present,0,0,0.6,6
AGA,3/28/18,3,2018,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,6.25,1,0,Present,0,0,0.8,6
AGA,4/28/18,4,2018,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,6.33,1,0,Present,0,0,0.8,6
AGA,5/28/18,5,2018,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,6.41,1,0,Present,0,0,0.8,6
AGA,6/28/18,6,2018,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,6.5,1,0,Present,0,0,0.8,6
AGA,7/28/18,7,2018,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,6.58,1,0,Present,0,0,0.6,6
AGA,8/28/18,8,2018,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,6.67,1,0,Present,0,0,0.6,6
AGA,9/28/18,9,2018,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,6.75,1,0,Present,0,0,0.6,6
AGA,10/28/18,10,2018,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,6.83,1,0,Present,0,0,0.6,6
AGA,11/28/18,11,2018,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,6.92,1,0,Present,0,0,0.6,6
AGA,12/28/18,12,2018,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,7,1,0,Present,0,0,0.6,6
AGA,1/28/19,1,2019,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,7.09,1,0,Present,0,0,0.6,6
AGA,2/28/19,2,2019,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,7.17,1,0,Present,0,0,0.6,6
AGA,3/28/19,3,2019,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,7.25,1,0,Present,0,0,0.6,6
AGA,4/28/19,4,2019,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,7.33,1,0,Present,0,0,0.6,6
AGA,5/28/19,5,2019,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,7.41,1,0,Present,0,0,0.6,6
AGA,6/28/19,6,2019,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,7.5,1,0,Present,0,0,0.6,6
AGA,7/28/19,7,2019,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,7.58,1,0,Present,0,0,0.6,6
AGA,8/28/19,8,2019,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,7.67,1,0,Present,0,0,0.6,6
AGA,9/28/19,9,2019,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,7.75,1,0,Present,0,0,0.6,6
AGA,10/28/19,10,2019,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,7.83,1,0,Present,0,0,0.6,6
AGA,11/28/19,11,2019,A,12/28/11,12/12/19,ANI,12/12/19,0,NA,NA,7.92,1,0,Present,0,0,0.6,6
AGA,12/12/19,12,2019,A,12/28/11,12/12/19,ANI,12/12/19,1,NA,NA,7.96,1,0,Present,0,0,0.6,6
AIT,9/21/10,9,2010,M,9/21/10,9/30/11,MOU,NA,0,9/30/11,1.02,0,-1,2,Present,1,1,0.444444444,10
AIT,10/21/10,10,2010,M,9/21/10,9/30/11,MOU,NA,0,9/30/11,1.02,0.08,-1,2,Present,1,1,0.555555556,10
AIT,11/21/10,11,2010,M,9/21/10,9/30/11,MOU,NA,0,9/30/11,1.02,0.17,-1,2,Present,1,1,0.555555556,10
AIT,12/21/10,12,2010,M,9/21/10,9/30/11,MOU,NA,0,9/30/11,1.02,0.25,-1,2,Present,1,1,0.333333333,10
AIT,1/21/11,1,2011,M,9/21/10,9/30/11,MOU,NA,0,9/30/11,1.02,0.33,-1,2,Present,1,1,0.333333333,10
AIT,2/21/11,2,2011,M,9/21/10,9/30/11,MOU,NA,0,9/30/11,1.02,0.42,-1,2,Present,1,1,0.333333333,10
AIT,3/21/11,3,2011,M,9/21/10,9/30/11,MOU,NA,0,9/30/11,1.02,0.5,-1,2,Present,1,1,0.333333333,10
AIT,4/21/11,4,2011,M,9/21/10,9/30/11,MOU,NA,0,9/30/11,1.02,0.58,-1,2,Present,1,1,0.333333333,10
AIT,5/21/11,5,2011,M,9/21/10,9/30/11,MOU,NA,0,9/30/11,1.02,0.66,-1,2,Present,1,1,0.555555556,10
AIT,6/21/11,6,2011,M,9/21/10,9/30/11,MOU,NA,0,9/30/11,1.02,0.75,-1,2,Present,1,1,0.666666667,10
AIT,7/21/11,7,2011,M,9/21/10,9/30/11,MOU,NA,0,9/30/11,1.02,0.83,-1,2,Present,1,1,0.666666667,10
AIT,8/21/11,8,2011,M,9/21/10,9/30/11,MOU,NA,0,9/30/11,1.02,0.91,-1,2,Present,1,1,0.666666667,10
AIT,9/21/11,9,2011,M,9/21/10,9/30/11,MOU,NA,0,9/30/11,1.02,1,-1,3,Present,1,2,0.7,11
AKI,3/8/14,3,2014,A,3/8/14,7/24/19,ANI,7/24/19,0,NA,NA,0,-1,3,Present,3,0,0.666666667,4
AKI,4/8/14,4,2014,A,3/8/14,7/24/19,ANI,7/24/19,0,NA,NA,0.08,-1,3,Present,3,0,1,4
AKI,5/8/14,5,2014,A,3/8/14,7/24/19,ANI,7/24/19,0,NA,NA,0.17,-1,3,Present,3,0,1,4
AKI,6/8/14,6,2014,A,3/8/14,7/24/19,ANI,7/24/19,0,NA,NA,0.25,-1,3,Present,3,0,1,5
AKI,7/8/14,7,2014,A,3/8/14,7/24/19,ANI,7/24/19,0,NA,NA,0.33,-1,3,Present,3,0,0.75,5
AKI,8/8/14,8,2014,A,3/8/14,7/24/19,ANI,7/24/19,0,NA,NA,0.42,-1,3,Present,3,0,0.75,5
AKI,9/8/14,9,2014,A,3/8/14,7/24/19,ANI,7/24/19,0,NA,NA,0.5,-1,3,Present,3,0,0.75,5
AKI,10/8/14,10,2014,A,3/8/14,7/24/19,ANI,7/24/19,0,NA,NA,0.59,-1,3,Present,3,0,0.75,5
AKI,11/8/14,11,2014,A,3/8/14,7/24/19,ANI,7/24/19,0,NA,NA,0.67,-1,3,Present,3,0,1,5
AKI,12/8/14,12,2014,A,3/8/14,7/24/19,ANI,7/24/19,0,NA,NA,0.75,-1,3,Present,3,0,1,5
AKI,1/8/15,1,2015,A,3/8/14,7/24/19,ANI,7/24/19,0,NA,NA,0.84,-1,3,Present,3,0,1,5
AKI,2/8/15,2,2015,A,3/8/14,7/24/19,ANI,7/24/19,0,NA,NA,0.92,-1,2,Present,2,0,1,5
AKI,3/8/15,3,2015,A,3/8/14,7/24/19,ANI,7/24/19,0,NA,NA,1,-1,3,Present,3,0,1,5
AKI,4/8/15,4,2015,A,3/8/14,7/24/19,ANI,7/24/19,0,NA,NA,1.08,-1,3,Present,3,0,1,5
AKI,5/8/15,5,2015,A,3/8/14,7/24/19,ANI,7/24/19,0,NA,NA,1.17,-1,2,Present,2,0,0.75,5
AKI,6/8/15,6,2015,A,3/8/14,7/24/19,ANI,7/24/19,0,NA,NA,1.25,-1,2,Present,2,0,0.75,5
AKI,7/8/15,7,2015,A,3/8/14,7/24/19,ANI,7/24/19,0,NA,NA,1.33,-1,2,Present,2,0,0.75,5
AKI,8/8/15,8,2015,A,3/8/14,7/24/19,ANI,7/24/19,0,NA,NA,1.42,-1,2,Present,2,0,0.75,5
AKI,9/8/15,9,2015,A,3/8/14,7/24/19,ANI,7/24/19,0,NA,NA,1.5,-1,2,Present,2,0,0.75,5
AKI,10/8/15,10,2015,A,3/8/14,7/24/19,ANI,7/24/19,0,NA,NA,1.59,-1,2,Present,2,0,0.75,5
AKI,11/8/15,11,2015,A,3/8/14,7/24/19,ANI,7/24/19,0,NA,NA,1.67,-1,2,Present,2,0,0.75,5
AKI,12/8/15,12,2015,A,3/8/14,7/24/19,ANI,7/24/19,0,NA,NA,1.75,-1,2,Present,2,0,1,5
AKI,1/8/16,1,2016,A,3/8/14,7/24/19,ANI,7/24/19,0,NA,NA,1.84,-1,2,Present,2,0,0.8,6
AKI,2/8/16,2,2016,A,3/8/14,7/24/19,ANI,7/24/19,0,NA,NA,1.92,-1,2,Present,2,0,0.8,6
AKI,3/8/16,3,2016,A,3/8/14,7/24/19,ANI,7/24/19,0,NA,NA,2,-1,2,Present,2,0,0.8,6
AKI,4/8/16,4,2016,A,3/8/14,7/24/19,ANI,7/24/19,0,NA,NA,2.09,-1,2,Present,2,0,0.8,6
AKI,5/8/16,5,2016,A,3/8/14,7/24/19,ANI,7/24/19,0,NA,NA,2.17,-1,2,Present,2,0,0.8,6
AKI,6/8/16,6,2016,A,3/8/14,7/24/19,ANI,7/24/19,0,NA,NA,2.25,-1,2,Present,2,0,0.8,6
AKI,7/8/16,7,2016,A,3/8/14,7/24/19,ANI,7/24/19,0,NA,NA,2.34,-1,2,Present,2,0,0.8,6
AKI,8/8/16,8,2016,A,3/8/14,7/24/19,ANI,7/24/19,0,NA,NA,2.42,-1,2,Present,2,0,0.8,6
AKI,9/8/16,9,2016,A,3/8/14,7/24/19,ANI,7/24/19,0,NA,NA,2.51,0,2,Present,2,0,0.8,6
AKI,10/8/16,10,2016,A,3/8/14,7/24/19,ANI,7/24/19,0,NA,NA,2.59,0,2,Present,2,0,0.8,6
AKI,11/8/16,11,2016,A,3/8/14,7/24/19,ANI,7/24/19,0,NA,NA,2.67,0,2,Present,2,0,0.8,6
AKI,12/8/16,12,2016,A,3/8/14,7/24/19,ANI,7/24/19,0,NA,NA,2.75,0,2,Present,2,0,0.8,6
AKI,1/8/17,1,2017,A,3/8/14,7/24/19,ANI,7/24/19,0,NA,NA,2.84,0,2,Present,2,0,0.833333333,7
AKI,2/8/17,2,2017,A,3/8/14,7/24/19,ANI,7/24/19,0,NA,NA,2.92,0,2,Present,2,0,0.833333333,7
AKI,3/8/17,3,2017,A,3/8/14,7/24/19,ANI,7/24/19,0,NA,NA,3,0,2,Present,2,0,0.833333333,7
AKI,4/8/17,4,2017,A,3/8/14,7/24/19,ANI,7/24/19,0,NA,NA,3.09,0,2,Present,2,0,0.833333333,7
AKI,5/8/17,5,2017,A,3/8/14,7/24/19,ANI,7/24/19,0,NA,NA,3.17,0,2,Present,2,0,0.833333333,7
AKI,6/8/17,6,2017,A,3/8/14,7/24/19,ANI,7/24/19,0,NA,NA,3.25,0,2,Present,2,0,0.833333333,7
AKI,7/8/17,7,2017,A,3/8/14,7/24/19,ANI,7/24/19,0,NA,NA,3.33,0,0,Present,0,0,0.833333333,7
AKI,8/8/17,8,2017,A,3/8/14,7/24/19,ANI,7/24/19,0,NA,NA,3.42,0,0,Present,0,0,0.833333333,7
AKI,9/8/17,9,2017,A,3/8/14,7/24/19,ANI,7/24/19,0,NA,NA,3.5,0,0,Present,0,0,0.666666667,7
AKI,10/8/17,10,2017,A,3/8/14,7/24/19,ANI,7/24/19,0,NA,NA,3.59,0,0,Present,0,0,0.666666667,7
AKI,11/8/17,11,2017,A,3/8/14,7/24/19,ANI,7/24/19,0,NA,NA,3.67,0,0,Present,0,0,0.666666667,7
AKI,12/8/17,12,2017,A,3/8/14,7/24/19,ANI,7/24/19,0,NA,NA,3.75,0,0,Present,0,0,0.666666667,7
AKI,1/8/18,1,2018,A,3/8/14,7/24/19,ANI,7/24/19,0,NA,NA,3.84,0,0,Present,0,0,0.666666667,7
AKI,2/8/18,2,2018,A,3/8/14,7/24/19,ANI,7/24/19,0,NA,NA,3.92,0,0,Present,0,0,0.6,6
AKI,3/8/18,3,2018,A,3/8/14,7/24/19,ANI,7/24/19,0,NA,NA,4,0,0,Present,0,0,0.8,6
AKI,4/8/18,4,2018,A,3/8/14,7/24/19,ANI,7/24/19,0,NA,NA,4.08,0,0,Present,0,0,0.8,6
AKI,5/8/18,5,2018,A,3/8/14,7/24/19,ANI,7/24/19,0,NA,NA,4.17,0,0,Present,0,0,0.8,6
AKI,6/8/18,6,2018,A,3/8/14,7/24/19,ANI,7/24/19,0,NA,NA,4.25,0,0,Present,0,0,0.8,6
AKI,7/8/18,7,2018,A,3/8/14,7/24/19,ANI,7/24/19,0,NA,NA,4.33,0,0,Present,0,0,0.6,6
AKI,8/8/18,8,2018,A,3/8/14,7/24/19,ANI,7/24/19,0,NA,NA,4.42,0,0,Present,0,0,0.6,6
AKI,9/8/18,9,2018,A,3/8/14,7/24/19,ANI,7/24/19,0,NA,NA,4.5,0,0,Present,0,0,0.6,6
AKI,10/8/18,10,2018,A,3/8/14,7/24/19,ANI,7/24/19,0,NA,NA,4.59,0,0,Present,0,0,0.6,6
AKI,11/8/18,11,2018,A,3/8/14,7/24/19,ANI,7/24/19,0,NA,NA,4.67,0,0,Present,0,0,0.6,6
AKI,12/8/18,12,2018,A,3/8/14,7/24/19,ANI,7/24/19,0,NA,NA,4.75,0,0,Present,0,0,0.6,6
AKI,1/8/19,1,2019,A,3/8/14,7/24/19,ANI,7/24/19,0,NA,NA,4.84,0,0,Present,0,0,0.6,6
AKI,2/8/19,2,2019,A,3/8/14,7/24/19,ANI,7/24/19,0,NA,NA,4.92,0,0,Present,0,0,0.6,6
AKI,3/8/19,3,2019,A,3/8/14,7/24/19,ANI,7/24/19,0,NA,NA,5,0,0,Present,0,0,0.6,6
AKI,4/8/19,4,2019,A,3/8/14,7/24/19,ANI,7/24/19,0,NA,NA,5.08,0,0,Present,0,0,0.6,6
AKI,5/8/19,5,2019,A,3/8/14,7/24/19,ANI,7/24/19,0,NA,NA,5.17,0,0,Present,0,0,0.6,6
AKI,6/8/19,6,2019,A,3/8/14,7/24/19,ANI,7/24/19,0,NA,NA,5.25,0,0,Present,0,0,0.6,6
AKI,7/8/19,7,2019,A,3/8/14,7/24/19,ANI,7/24/19,0,NA,NA,5.33,0,0,Present,0,0,0.6,6
AKI,7/24/19,7,2019,A,3/8/14,7/24/19,ANI,7/24/19,1,NA,NA,5.38,0,0,Present,0,0,0.6,6
ALC,2/8/10,2,2010,A,2/8/10,9/21/10,API,NA,0,9/21/10,0.62,0,-1,0,Present,0,0,1,4
ALC,3/8/10,3,2010,A,2/8/10,9/21/10,API,NA,0,9/21/10,0.62,0.08,-1,0,Present,0,0,1,4
ALC,4/8/10,4,2010,A,2/8/10,9/21/10,API,NA,0,9/21/10,0.62,0.16,-1,0,Present,0,0,1,4
ALC,5/8/10,5,2010,A,2/8/10,9/21/10,API,NA,0,9/21/10,0.62,0.24,-1,0,Present,0,0,1,4
ALC,6/8/10,6,2010,A,2/8/10,9/21/10,API,NA,0,9/21/10,0.62,0.33,-1,0,Present,0,0,1,4
ALC,7/8/10,7,2010,A,2/8/10,9/21/10,API,NA,0,9/21/10,0.62,0.41,-1,0,Present,0,0,1,4
ALC,8/8/10,8,2010,A,2/8/10,9/21/10,API,NA,0,9/21/10,0.62,0.5,-1,0,Present,0,0,1,4
ALC,9/8/10,9,2010,A,2/8/10,9/21/10,API,NA,0,9/21/10,0.62,0.58,-1,0,Present,0,0,1,4
APO,11/3/13,11,2013,A,11/3/13,7/1/17,ANT,7/1/17,0,NA,NA,0,-1,1,Present,1,0,0.333333333,4
APO,12/3/13,12,2013,A,11/3/13,7/1/17,ANT,7/1/17,0,NA,NA,0.08,-1,1,Present,1,0,0.333333333,4
APO,1/3/14,1,2014,A,11/3/13,7/1/17,ANT,7/1/17,0,NA,NA,0.17,-1,1,Present,1,0,0.333333333,4
APO,2/3/14,2,2014,A,11/3/13,7/1/17,ANT,7/1/17,0,NA,NA,0.25,-1,1,Present,0,1,0.333333333,4
APO,3/3/14,3,2014,A,11/3/13,7/1/17,ANT,7/1/17,0,NA,NA,0.33,-1,3,Present,1,2,0.333333333,4
APO,4/3/14,4,2014,A,11/3/13,7/1/17,ANT,7/1/17,0,NA,NA,0.41,-1,3,Present,1,2,0.333333333,4
APO,5/3/14,5,2014,A,11/3/13,7/1/17,ANT,7/1/17,0,NA,NA,0.5,-1,3,Present,1,2,0.666666667,4
APO,6/3/14,6,2014,A,11/3/13,7/1/17,ANT,7/1/17,0,NA,NA,0.58,-1,3,Present,1,2,0.75,5
APO,7/3/14,7,2014,A,11/3/13,7/1/17,ANT,7/1/17,0,NA,NA,0.66,-1,3,Present,1,2,1,5
APO,8/3/14,8,2014,A,11/3/13,7/1/17,ANT,7/1/17,0,NA,NA,0.75,-1,3,Present,1,2,1,5
APO,9/3/14,9,2014,A,11/3/13,7/1/17,ANT,7/1/17,0,NA,NA,0.83,-1,3,Present,1,2,1,5
APO,10/3/14,10,2014,A,11/3/13,7/1/17,ANT,7/1/17,0,NA,NA,0.91,-1,3,Present,1,2,1,5
