male.ID,ng.g,age.sample,mrank_birth,unit.size.cont,pat.sibs.sample,cum.rain,min.Temp,max.Temp,year,sample.date,month.sample,year.sample,mrank_prop
GOB,246,4.1,NA,11,2,0.4,9.34,22.25,2012,4/24/12,4,2012,0.111111111
MOJ,213.31,3.2,0,3,3,0.4,9.34,22.25,2012,4/24/12,4,2012,0
SEY,284.91,6,NA,8,0,0.4,9.34,22.25,2012,4/24/12,4,2012,0.375
ZOR,251.22,5.1,NA,7,2,0.4,9.31,22.25,2012,4/25/12,4,2012,NA
DUD,269.95,3.7,NA,7,4,0.4,9.31,22.25,2012,4/25/12,4,2012,1
ZIR,88.32,2.4,0.4,8,3,0.4,9.31,22.25,2012,4/25/12,4,2012,0.333333333
XAV,184.54,3.3,NA,7,3,0.4,9.31,22.25,2012,4/25/12,4,2012,0.5
ZAI,132.14,2.7,0,8,3,0.4,9.31,22.25,2012,4/25/12,4,2012,0.166666667
ZEN,276.09,5,NA,7,1,0.4,9.31,22.25,2012,4/25/12,4,2012,0.833333333
DIL,582.82,1.5,0,4,2,0.4,9.31,22.25,2012,4/25/12,4,2012,0.25
TAU,384.17,5.3,0.5,7,2,0.4,9.31,22.3,2012,4/26/12,4,2012,0.571428571
DON,292.82,5.6,NA,5,1,0.4,9.31,22.3,2012,4/26/12,4,2012,1
TEC,224.89,4.6,NA,8,2,0.4,9.31,22.3,2012,4/26/12,4,2012,1
ORE,169.09,4.4,0,8,2,38.5,11.05,22.14,2012,5/15/12,5,2012,0.142857143
TEC,225.16,4.7,NA,8,2,38.5,11.05,22.14,2012,5/15/12,5,2012,1
SEA,292.15,4.6,NA,5,1,38.5,11.05,22.14,2012,5/15/12,5,2012,0.25
DUD,327.39,3.8,NA,7,5,66.3,11.02,21.78,2012,5/26/12,5,2012,1
SEY,604.89,6.1,NA,8,0,68.3,10.98,21.67,2012,5/27/12,5,2012,0.375
GOB,198.48,4.2,NA,11,2,68.3,10.98,21.67,2012,5/27/12,5,2012,0.111111111
BAG,214.61,3.7,NA,10,3,68.3,10.98,21.67,2012,5/27/12,5,2012,1
ZEN,322.9,5.1,NA,7,2,68.3,10.98,21.67,2012,5/27/12,5,2012,0.833333333
DON,715.76,5.7,NA,5,1,68.3,10.98,21.67,2012,5/27/12,5,2012,1
TAU,597.02,5.4,0.5,7,2,68.3,10.98,21.67,2012,5/27/12,5,2012,0.571428571
VEX,556.85,4.5,NA,7,1,107.6,10.74,21.45,2012,5/30/12,5,2012,0.666666667
SEY,528.14,6.1,NA,8,0,137.2,10.7,20.94,2012,6/4/12,6,2012,0.375
BAG,323.64,3.7,NA,10,3,129.8,9.87,20.62,2012,6/8/12,6,2012,1
GOB,332.04,4.2,NA,11,2,129.8,9.87,20.62,2012,6/8/12,6,2012,0.111111111
ZOR,307.83,5.2,NA,7,2,129.8,9.87,20.62,2012,6/8/12,6,2012,NA
DUD,270.32,3.8,NA,7,4,129.8,9.87,20.62,2012,6/8/12,6,2012,1
ZEN,296.18,5.1,NA,7,1,129.8,9.87,20.62,2012,6/8/12,6,2012,0.833333333
SEA,321.92,4.6,NA,5,1,129.8,9.87,20.62,2012,6/8/12,6,2012,0.25
TEC,272.97,4.8,NA,8,2,129.8,9.87,20.62,2012,6/8/12,6,2012,1
DON,362.93,5.7,NA,5,1,129.8,9.87,20.62,2012,6/8/12,6,2012,1
ORE,179.51,4.5,0,8,2,127.4,9.34,19.92,2012,6/15/12,6,2012,0
VEX,450.19,4.5,NA,7,1,183.8,9.22,19.77,2012,6/16/12,6,2012,0.5
TAU,280.68,5.4,0.5,7,2,183.8,9.22,19.77,2012,6/16/12,6,2012,0.333333333
SEY,361.14,6.1,NA,8,0,179.6,9.12,19.49,2012,6/18/12,6,2012,0.375
SEA,418.36,4.7,NA,5,1,184.2,9.06,19.31,2012,6/19/12,6,2012,0.25
DON,489.39,5.8,NA,5,1,184.2,9.06,19.31,2012,6/19/12,6,2012,1
TEC,520.25,4.8,NA,8,2,184.2,9.06,19.31,2012,6/19/12,6,2012,1
VEX,589.26,4.6,NA,7,1,228.3,8.81,18.34,2012,6/25/12,6,2012,0.5
GOB,197.17,4.2,NA,11,2,228.3,8.81,18.34,2012,6/25/12,6,2012,0.111111111
BAG,213.07,3.8,NA,10,3,230.1,8.8,18.27,2012,6/26/12,6,2012,1
ZOR,274.29,5.2,NA,7,2,230.1,8.8,18.27,2012,6/26/12,6,2012,NA
TAU,543.55,5.4,0.5,7,2,283.8,8.66,17.6,2012,6/28/12,6,2012,0.333333333
VEX,633.8,4.6,NA,7,1,366.3,7.99,15.62,2012,7/9/12,7,2012,0.5
TEC,232.72,4.9,NA,8,2,369.1,7.98,15.54,2012,7/10/12,7,2012,1
DON,193.5,5.8,NA,5,1,369.1,7.98,15.54,2012,7/10/12,7,2012,1
ORE,401.83,4.6,0,8,2,373.8,8.03,15.22,2012,7/12/12,7,2012,0
SEY,228,6.2,NA,8,0,378.6,8.02,15.22,2012,7/13/12,7,2012,0.375
SEA,318.35,4.7,NA,5,1,378.6,8.02,15.22,2012,7/13/12,7,2012,0.25
TEC,266.88,4.9,NA,8,2,420.9,8.08,13.99,2012,7/19/12,7,2012,1
SEY,356.68,6.2,NA,8,0,436.4,8.03,13.58,2012,7/21/12,7,2012,0.375
ORE,392.4,4.6,0,8,2,436.4,8.03,13.58,2012,7/21/12,7,2012,0
SEA,273.96,4.7,NA,5,1,436.4,8.03,13.58,2012,7/21/12,7,2012,0.25
DON,859.23,5.9,NA,5,1,511.1,7.84,13.12,2012,7/26/12,7,2012,1
VEX,360,4.7,NA,7,1,511.1,7.84,13.12,2012,7/26/12,7,2012,0.5
GOB,210.77,4.3,NA,11,2,508.6,7.87,13.18,2012,7/31/12,7,2012,0.111111111
BAG,176.36,3.9,NA,10,3,508.6,7.87,13.18,2012,7/31/12,7,2012,1
ORE,291.09,4.6,0,8,1,578.6,7.89,13.2,2012,8/1/12,8,2012,0
DON,334.08,5.9,NA,4,1,598.4,7.93,13.57,2012,8/6/12,8,2012,1
SEA,277.98,4.8,NA,5,1,598.4,7.93,13.57,2012,8/6/12,8,2012,0.333333333
GOB,207.86,4.4,NA,11,2,623.6,7.97,13.77,2012,8/7/12,8,2012,0
BAG,293.12,3.9,NA,10,3,623.6,7.97,13.77,2012,8/7/12,8,2012,1
VEX,346.78,4.7,NA,7,1,631.6,7.94,13.73,2012,8/8/12,8,2012,0.5
ZEN,371.1,5.3,NA,7,2,634.4,7.78,13.72,2012,8/15/12,8,2012,0.833333333
ZOR,370.89,5.4,NA,7,2,634.4,7.78,13.72,2012,8/15/12,8,2012,NA
DUD,350.14,4,NA,7,5,634.4,7.78,13.72,2012,8/15/12,8,2012,1
ORE,402.3,4.7,0,8,1,556.4,7.69,13.86,2012,8/20/12,8,2012,0
TEC,328.46,5,NA,8,1,556.4,7.69,13.86,2012,8/20/12,8,2012,1
BAG,420,3.9,NA,10,3,520.7,7.73,13.88,2012,8/21/12,8,2012,1
GOB,510.1,4.4,NA,11,2,520.7,7.73,13.88,2012,8/21/12,8,2012,0
SEA,474.57,4.8,NA,5,1,595.9,7.71,13.88,2012,8/22/12,8,2012,0.333333333
DON,621.3,5.9,NA,4,1,537.4,7.65,13.9,2012,8/24/12,8,2012,1
TEC,450.36,5,NA,8,1,462.7,7.7,14.14,2012,8/28/12,8,2012,1
ORE,490.84,4.7,0,8,1,462.7,7.7,14.14,2012,8/28/12,8,2012,0
DUD,485.3,4.1,NA,7,5,447.2,7.73,14.09,2012,8/29/12,8,2012,1
ZOR,412.21,5.4,NA,7,2,447.2,7.73,14.09,2012,8/29/12,8,2012,NA
ZEN,1039.15,5.4,NA,7,2,447.2,7.73,14.09,2012,8/29/12,8,2012,0.833333333
SEY,610.67,6.3,NA,8,0,447.2,7.79,14.15,2012,8/30/12,8,2012,0.375
DON,686.33,6,NA,4,1,359.4,7.97,14.24,2012,9/4/12,9,2012,1
SEA,547.71,4.9,NA,5,1,359.4,7.97,14.24,2012,9/4/12,9,2012,0.333333333
SEY,465.76,6.3,NA,8,0,358.9,8,14.03,2012,9/5/12,9,2012,0.375
BAG,388.53,4,NA,10,3,358.9,8,14.03,2012,9/5/12,9,2012,1
GOB,284.95,4.4,NA,11,2,358.9,8,14.03,2012,9/5/12,9,2012,0
VEX,498.71,4.8,NA,7,1,334.2,8.22,13.68,2012,9/9/12,9,2012,0.571428571
ORE,453,4.7,0,8,1,294.7,8.3,13.81,2012,9/10/12,9,2012,0
TEC,385.96,5,NA,8,1,305,8.52,13.88,2012,9/13/12,9,2012,1
ZOR,476.96,5.5,NA,7,2,294.2,8.65,13.94,2012,9/14/12,9,2012,NA
DUD,472.24,4.1,NA,7,4,294.2,8.65,13.94,2012,9/14/12,9,2012,1
ZEN,878.45,5.4,NA,7,1,294.2,8.65,13.94,2012,9/14/12,9,2012,0.833333333
SEA,570.08,4.9,NA,5,1,331.6,9.08,14.15,2012,9/19/12,9,2012,0.333333333
DON,566.34,6,NA,4,1,331.6,9.08,14.15,2012,9/19/12,9,2012,1
ZOR,286.19,5.5,NA,7,2,330.8,9.26,14.13,2012,9/20/12,9,2012,NA
DUD,351.33,4.1,NA,7,4,330.8,9.26,14.13,2012,9/20/12,9,2012,1
TEC,444.39,5.1,NA,8,1,192.2,9.38,14.8,2012,9/28/12,9,2012,1
ORE,345.7,4.8,0,8,1,192.2,9.38,14.8,2012,9/28/12,9,2012,0
VEX,450.35,4.8,NA,7,1,191.1,9.15,14.86,2012,10/1/12,10,2012,0.571428571
ZEN,655.31,5.4,NA,7,2,185.9,9.06,14.94,2012,10/2/12,10,2012,0.833333333
ZOR,358.84,5.5,NA,7,2,185.9,9.06,14.94,2012,10/2/12,10,2012,NA
SEY,317.3,6.4,NA,8,0,185.9,9.06,14.94,2012,10/2/12,10,2012,0.375
DON,528.55,6.1,NA,4,1,169.4,9.02,15.13,2012,10/3/12,10,2012,1
SEA,484.21,4.9,NA,5,1,168.8,8.96,15.14,2012,10/4/12,10,2012,0.333333333
TEC,381.36,5.1,NA,8,1,126.8,8.83,15.88,2012,10/8/12,10,2012,1
VEX,524.9,4.9,NA,7,1,120.8,8.76,16.03,2012,10/9/12,10,2012,0.571428571
VEX,824,4.8,NA,7,1,255.2,9.25,14.65,2012,9/25/12,9,2012,0.571428571
BAG,206.43,4,NA,10,3,255.2,9.25,14.65,2012,9/25/12,9,2012,1
SEY,263.48,6.4,NA,8,0,120.8,8.76,16.03,2012,10/9/12,10,2012,0.375
ORE,358.54,4.8,0,8,1,116.8,8.66,16.13,2012,10/10/12,10,2012,0
ZEN,298.6,5.5,NA,7,2,106.8,8.57,16.17,2012,10/11/12,10,2012,0.833333333
DUD,332.07,4.2,NA,7,5,106.8,8.57,16.17,2012,10/11/12,10,2012,1
ZOR,271.67,5.5,NA,7,2,106.8,8.57,16.17,2012,10/11/12,10,2012,NA
DON,516.86,6.1,NA,4,1,94.1,8.15,16.39,2012,10/14/12,10,2012,1
BAG,307.83,4.1,NA,10,3,94.1,7.94,16.41,2012,10/17/12,10,2012,1
SEA,394.78,5,NA,5,1,44.1,7.74,16.45,2012,10/18/12,10,2012,0.333333333
TEC,477,5.1,NA,8,1,30,7.42,16.78,2012,10/23/12,10,2012,1
GOB,228.29,4.6,NA,11,2,42.3,7.47,16.78,2012,10/31/12,10,2012,0
SEA,514.97,5,NA,5,1,50.1,7.29,16.43,2012,11/4/12,11,2012,0.333333333
ZEN,597.23,5.5,NA,7,1,50.1,7.26,16.36,2012,11/5/12,11,2012,0.833333333
ZOR,329.12,5.6,NA,7,2,50.1,7.26,16.36,2012,11/5/12,11,2012,NA
DUD,387.04,4.2,NA,7,4,50.1,7.26,16.36,2012,11/5/12,11,2012,1
SEY,305.01,6.5,NA,8,0,50.1,7.26,16.36,2012,11/5/12,11,2012,0.375
DON,509.52,6.1,NA,4,1,50.1,7.26,16.36,2012,11/5/12,11,2012,1
VEX,245.85,4.9,NA,7,1,64.6,7.21,16.29,2012,11/6/12,11,2012,0.571428571
TEC,350.97,5.2,NA,8,1,65.4,7.22,16.2,2012,11/7/12,11,2012,1
ORE,326.53,4.9,0,8,1,80.1,7.17,16.1,2012,11/9/12,11,2012,0
ZOR,454.98,5.6,NA,7,2,79.6,7.51,15.78,2012,11/20/12,11,2012,NA
ZEN,374.4,5.6,NA,7,1,79.6,7.51,15.78,2012,11/20/12,11,2012,0.833333333
DUD,327.82,4.3,NA,7,4,79.6,7.51,15.78,2012,11/20/12,11,2012,1
VEX,459.24,5,NA,7,1,79.6,7.46,15.73,2012,11/21/12,11,2012,0.571428571
SEA,499.59,5.1,NA,5,1,79.6,7.46,15.73,2012,11/21/12,11,2012,0.333333333
TEC,389.33,5.2,NA,8,1,78.8,7.42,15.7,2012,11/22/12,11,2012,1
DON,571.73,6.2,NA,4,1,78.8,7.42,15.7,2012,11/22/12,11,2012,1
ORE,406.94,4.9,0,8,1,78.8,7.34,15.58,2012,11/24/12,11,2012,0
SEY,316.45,6.5,NA,8,0,78.8,7.34,15.58,2012,11/24/12,11,2012,0.375
GOB,299.35,4.7,NA,11,2,79.8,7.31,15.56,2012,11/26/12,11,2012,0
BAG,301.48,4.2,NA,10,3,79.8,7.31,15.56,2012,11/26/12,11,2012,0.777777778
TEC,253.96,5.3,NA,8,1,36.4,7.32,15.59,2012,12/5/12,12,2012,1
DON,494.18,6.2,NA,4,1,36.4,7.32,15.59,2012,12/5/12,12,2012,1
ORE,333.03,5,0,8,1,21.1,7.34,15.67,2012,12/7/12,12,2012,0
ZOR,283.56,5.7,NA,7,2,7.4,7.36,15.65,2012,12/8/12,12,2012,NA
ZEN,328.48,5.6,NA,7,2,7.4,7.36,15.65,2012,12/8/12,12,2012,0.833333333
SEY,503.02,6.6,NA,8,0,6.4,7.37,15.58,2012,12/10/12,12,2012,0.375
VEX,470.67,5,NA,7,1,6.4,7.31,15.56,2012,12/11/12,12,2012,0.571428571
BAG,319.62,4.3,NA,10,3,6.4,7.31,15.56,2012,12/11/12,12,2012,0.666666667
GOB,339.4,4.7,NA,11,2,6.4,7.31,15.56,2012,12/11/12,12,2012,0
SEA,755.78,5.1,NA,5,1,6.4,7.26,15.59,2012,12/12/12,12,2012,0.333333333
DUD,313.29,4.3,NA,7,5,6.4,7.09,15.55,2012,12/15/12,12,2012,1
DON,658.27,6.3,NA,4,1,6.9,6.92,15.61,2012,12/19/12,12,2012,1
TEC,655.47,5.3,NA,8,1,6.9,6.89,15.6,2012,12/20/12,12,2012,1
ORE,680.36,5,0,8,1,7.7,6.85,15.53,2012,12/22/12,12,2012,0
ZEN,390.05,5.7,NA,7,2,7.7,6.85,15.53,2012,12/22/12,12,2012,0.833333333
ZOR,371.55,5.7,NA,7,2,7.7,6.85,15.53,2012,12/22/12,12,2012,NA
SEY,588.76,6.6,NA,8,0,7.7,6.81,15.63,2012,12/24/12,12,2012,0.375
SEA,669.94,5.2,NA,5,1,6.7,6.72,15.59,2012,12/26/12,12,2012,0.333333333
VEX,535.06,5.1,NA,7,1,6.7,6.72,15.59,2012,12/26/12,12,2012,0.571428571
DUD,354.09,4.4,NA,7,5,2.3,6.63,15.55,2012,12/28/12,12,2012,1
TEC,504.75,5.3,NA,8,1,1.3,6.49,15.48,2013,1/3/13,1,2013,1
ORE,416.41,5,0,8,1,1.3,6.49,15.48,2013,1/3/13,1,2013,0
VEX,444.73,5.1,NA,7,1,1.3,6.4,15.64,2013,1/10/13,1,2013,0.571428571
SEA,751.96,5.2,NA,5,1,1.3,6.4,15.64,2013,1/10/13,1,2013,0.333333333
SEY,324.35,6.7,NA,8,0,1.3,6.4,15.64,2013,1/10/13,1,2013,0.375
DON,716.22,6.3,NA,4,1,1.3,6.48,15.67,2013,1/12/13,1,2013,1
VEX,697.09,5.1,NA,7,1,0,6.96,16.18,2013,1/24/13,1,2013,0.571428571
ORE,715.58,5.1,0,8,1,0,6.96,16.18,2013,1/24/13,1,2013,0
SEA,1175.32,5.3,NA,5,1,0,6.96,16.18,2013,1/24/13,1,2013,0.333333333
TEC,923.21,5.4,NA,8,1,0,6.96,16.18,2013,1/24/13,1,2013,1
DON,1426.27,6.4,NA,4,1,0,7.05,16.25,2013,1/25/13,1,2013,1
DON,642.07,6.4,NA,4,1,0,7.6,17.01,2013,2/1/13,2,2013,1
SEA,678.13,5.3,NA,5,1,0,7.6,17.01,2013,2/1/13,2,2013,0.333333333
ORE,400.93,5.1,0,8,1,0,7.64,17.1,2013,2/2/13,2,2013,0
TEC,334.94,5.4,NA,8,1,0,8,17.4,2013,2/6/13,2,2013,1
VEX,327.81,5.2,NA,7,1,0,8.18,17.59,2013,2/8/13,2,2013,0.571428571
ORE,351.13,5.2,0,8,1,0,8.8,18.69,2013,2/19/13,2,2013,0
SEA,428.31,5.3,NA,5,1,0,8.8,18.69,2013,2/19/13,2,2013,0.333333333
VEX,375.19,5.2,NA,7,1,0,9.02,19.3,2013,2/26/13,2,2013,0.571428571
TEC,478.15,5.5,NA,8,1,0,9.02,19.3,2013,2/26/13,2,2013,1
TEC,257.41,5.5,NA,8,1,10.6,9.64,20.74,2013,3/11/13,3,2013,1
VEX,346.18,5.3,NA,7,1,10.6,9.64,20.74,2013,3/11/13,3,2013,0.571428571
SEA,1642.15,5.4,NA,5,1,10.6,9.64,20.74,2013,3/11/13,3,2013,0.333333333
ORE,663.23,5.2,0,8,1,16.2,9.57,20.96,2013,3/14/13,3,2013,0
DON,1110.07,6.5,NA,4,1,16.2,9.74,21.09,2013,3/17/13,3,2013,1
DON,379.69,6.5,NA,4,1,16.2,9.23,21.59,2013,4/1/13,4,2013,1
ISA,262.98,2.8,0.5,3,3,11.1,9.12,21.92,2013,4/9/13,4,2013,0.666666667
CUE,297.26,2.5,1,5,3,11.1,9.12,21.92,2013,4/9/13,4,2013,1
TEC,463.64,5.6,NA,8,1,11.1,9.12,21.92,2013,4/9/13,4,2013,1
VLA,726.11,0.8,0.333333333,7,3,11.1,9.12,22.05,2013,4/10/13,4,2013,0.571428571
MIA,242.54,2.5,0.888888889,8,1,11.1,9.12,22.05,2013,4/10/13,4,2013,0.9
ORE,484.75,5.3,0,8,1,11.1,9.12,22.05,2013,4/10/13,4,2013,0
DUD,556.74,4.7,NA,7,4,11.1,9.12,22.05,2013,4/10/13,4,2013,1
ZOR,362.51,6,NA,8,2,11.1,9.12,22.05,2013,4/10/13,4,2013,NA
ZIR,263.11,3.4,0.4,8,3,11.1,9.12,22.05,2013,4/10/13,4,2013,0.571428571
XAV,267.9,4.3,NA,7,3,11.1,9.12,22.05,2013,4/10/13,4,2013,0.714285714
TOR,361.95,3.4,0,8,1,11.1,9.12,22.05,2013,4/10/13,4,2013,0.111111111
ZEN,425.86,6,NA,7,1,11.1,9.12,22.05,2013,4/10/13,4,2013,0.857142857
BAG,301.71,4.6,NA,10,2,11.1,9.12,22.05,2013,4/10/13,4,2013,0.555555556
GOB,328.62,5,NA,11,1,11.1,9.12,22.05,2013,4/10/13,4,2013,0
OMA,626.69,3,0.375,8,4,6.3,9.17,22.16,2013,4/11/13,4,2013,0.8
SEA,647.3,5.5,NA,5,1,6.3,9.17,22.16,2013,4/11/13,4,2013,0.333333333
VEX,557.73,5.4,NA,7,1,6.3,9.17,22.16,2013,4/11/13,4,2013,0.428571429
DAL,367.79,3.9,0.25,4,1,6.3,9.17,22.16,2013,4/11/13,4,2013,0
ZAI,267.03,3.7,0,8,3,6.3,9.17,22.16,2013,4/11/13,4,2013,0.142857143
DOO,205.34,1.6,1,8,2,6.3,9.17,22.16,2013,4/11/13,4,2013,1
DIL,458.71,2.5,0,4,2,5.5,9.19,22.25,2013,4/12/13,4,2013,0.333333333
DOP,896.43,1.5,1,7,1,5.5,9.19,22.25,2013,4/12/13,4,2013,1
ERI,447.22,3.3,0,4,3,26.5,9.05,22.47,2013,4/17/13,4,2013,0
JOK,298.81,3.4,0.5,2,0,26.5,9.05,22.47,2013,4/17/13,4,2013,1
GOB,375.21,5.1,NA,11,1,35.2,9.36,22.55,2013,4/24/13,4,2013,0
TOR,382.05,3.4,0,8,1,35.2,9.36,22.55,2013,4/24/13,4,2013,0.111111111
BAG,395.31,4.6,NA,10,2,35.2,9.36,22.55,2013,4/24/13,4,2013,0.555555556
NEP,690.09,1.1,NA,5,2,35.2,9.43,22.6,2013,4/25/13,4,2013,0
DAL,381.39,4,0.25,4,1,35.2,9.43,22.6,2013,4/25/13,4,2013,0
OMA,364.98,3,0.375,8,4,35.2,9.43,22.6,2013,4/25/13,4,2013,0.8
MIA,477.1,2.6,0.888888889,8,1,35.2,9.43,22.6,2013,4/25/13,4,2013,0.9
ORE,472.28,5.3,0,8,1,35.2,9.5,22.67,2013,4/26/13,4,2013,0
CLY,461.31,3.2,0.333333333,2,3,35.2,9.5,22.67,2013,4/26/13,4,2013,0.5
VEX,587.39,5.4,NA,7,1,35.2,9.5,22.67,2013,4/26/13,4,2013,0.428571429
ERI,643.2,3.3,0,4,3,35.2,9.79,22.74,2013,4/30/13,4,2013,0
XAV,607.84,4.3,NA,7,3,35.2,9.79,22.74,2013,4/30/13,4,2013,0.714285714
ZEN,574.18,6,NA,7,1,35.2,9.79,22.74,2013,4/30/13,4,2013,0.857142857
JOK,389.6,3.4,0.5,2,0,35.2,9.79,22.74,2013,4/30/13,4,2013,1
DOP,527.49,1.6,1,7,1,35.2,9.79,22.74,2013,4/30/13,4,2013,1
SEA,390.96,5.5,NA,5,1,35.2,9.79,22.74,2013,4/30/13,4,2013,0.333333333
ZAI,338.75,3.8,0,8,3,35.2,9.79,22.74,2013,4/30/13,4,2013,0.142857143
DIL,366.56,2.5,0,4,2,35.2,9.8,22.73,2013,5/1/13,5,2013,0.333333333
CUE,326.52,2.6,1,5,3,35.2,9.8,22.73,2013,5/1/13,5,2013,1
VEX,646,5.4,NA,7,1,35.2,9.8,22.73,2013,5/1/13,5,2013,0.333333333
ZAI,242.43,3.8,0,8,3,35.2,9.88,22.67,2013,5/2/13,5,2013,0.142857143
DON,688.04,6.6,NA,4,1,35.2,9.92,22.65,2013,5/3/13,5,2013,1
ZOR,250.46,6.1,NA,8,2,32.5,9.9,22.66,2013,5/6/13,5,2013,NA
ISA,359.31,2.8,0.5,3,3,32.5,9.89,22.63,2013,5/7/13,5,2013,0.666666667
BAG,374.91,4.7,NA,10,2,32.5,9.96,22.64,2013,5/8/13,5,2013,0.555555556
GOB,229.57,5.1,NA,11,1,32.5,9.96,22.64,2013,5/8/13,5,2013,0
TOR,262.81,3.5,0,8,1,32.5,9.96,22.64,2013,5/8/13,5,2013,0.111111111
ZIR,247.26,3.5,0.4,8,3,32.5,9.96,22.64,2013,5/8/13,5,2013,0.571428571
CLY,273.12,3.2,0.333333333,2,3,32.5,9.98,22.65,2013,5/9/13,5,2013,0.5
DAL,158.57,4,0.25,4,1,32.5,9.98,22.65,2013,5/9/13,5,2013,0
ORE,209.87,5.4,0,8,1,32.5,9.98,22.65,2013,5/9/13,5,2013,0
MIA,378.43,2.6,0.888888889,8,1,33.6,10.1,22.62,2013,5/10/13,5,2013,0.857142857
OMA,204.55,3.1,0.375,8,4,33.6,10.1,22.62,2013,5/10/13,5,2013,0.714285714
SEA,293.56,5.6,NA,5,1,56,10.04,22.27,2013,5/14/13,5,2013,0.333333333
JOK,229.76,3.5,0.5,2,0,56,10.04,22.27,2013,5/14/13,5,2013,1
TEC,410.33,5.7,NA,8,1,57.7,10.04,22.12,2013,5/15/13,5,2013,1
DIL,252.67,2.5,0,4,2,57.7,10.04,22.12,2013,5/15/13,5,2013,0.333333333
VEX,284.53,5.5,NA,7,1,57.7,10.04,22.12,2013,5/15/13,5,2013,0.333333333
DON,646.35,6.7,NA,4,1,52.2,10.05,22.05,2013,5/16/13,5,2013,1
ERI,277.54,3.3,0,4,3,52.2,10.05,22.05,2013,5/16/13,5,2013,0
ZEN,333.55,6.1,NA,7,2,52.2,10.05,22.05,2013,5/16/13,5,2013,0.857142857
XAV,229.11,4.4,NA,7,3,52.2,10.05,22.05,2013,5/16/13,5,2013,0.714285714
DUD,249.81,4.8,NA,7,5,52.2,10.05,22.05,2013,5/16/13,5,2013,1
CUE,167.82,2.6,1,5,3,52.2,10.05,22.05,2013,5/16/13,5,2013,1
ZAI,283.38,3.8,0,8,3,52.2,10.05,22.05,2013,5/16/13,5,2013,0.142857143
DOM,245.79,4.4,0.428571429,3,3,37,10.2,22.26,2013,5/18/13,5,2013,0
MOJ,337.07,4.3,0,3,3,37,10.2,22.26,2013,5/18/13,5,2013,0.5
DOP,403.55,1.6,1,7,1,37,10.2,22.26,2013,5/18/13,5,2013,1
ZOR,358.86,6.1,NA,8,2,58.9,10.15,22.17,2013,5/20/13,5,2013,NA
ISA,165.29,2.9,0.5,3,3,59.6,10.1,21.96,2013,5/21/13,5,2013,0.666666667
ORE,343.07,5.4,0,8,1,80.3,9.98,21.74,2013,5/23/13,5,2013,0
DAL,155.13,4.1,0.25,4,1,80.3,9.98,21.74,2013,5/23/13,5,2013,0
BAG,165.35,4.7,NA,10,2,80.3,9.98,21.74,2013,5/23/13,5,2013,0.555555556
TOR,210.15,3.5,0,8,1,80.3,9.98,21.74,2013,5/23/13,5,2013,0.111111111
GOB,156.94,5.1,NA,11,1,80.3,9.98,21.74,2013,5/23/13,5,2013,0
MIA,250.74,2.7,0.888888889,8,1,82.1,9.94,21.57,2013,5/24/13,5,2013,0.857142857
ZIR,271.9,3.5,0.4,8,3,82.1,9.94,21.57,2013,5/24/13,5,2013,0.571428571
XAV,301.63,4.4,NA,7,3,82.1,9.94,21.57,2013,5/24/13,5,2013,0.714285714
OMA,392.34,3.1,0.375,8,4,82.1,9.94,21.57,2013,5/24/13,5,2013,0.714285714
SEA,786.96,5.6,NA,5,1,94.8,9.87,21.2,2013,5/27/13,5,2013,0.333333333
JOK,1206.71,3.5,0.5,2,0,94.8,9.92,21.21,2013,5/28/13,5,2013,1
ERI,374.4,3.4,0,4,3,94.8,9.92,21.21,2013,5/28/13,5,2013,0
DOM,246.29,4.5,0.428571429,3,3,94.8,9.92,21.21,2013,5/28/13,5,2013,0
VEX,526.45,5.5,NA,7,1,94.8,9.88,21.23,2013,5/29/13,5,2013,0.333333333
DUD,401.75,4.8,NA,7,5,97.3,9.91,21.15,2013,5/31/13,5,2013,1
OMA,253.76,3.1,0.375,8,4,100.1,9.86,21.08,2013,6/4/13,6,2013,0.625
ZEN,401.29,6.1,NA,7,1,100.1,9.86,21.08,2013,6/4/13,6,2013,0.857142857
DOP,552.6,1.7,1,7,1,100.1,9.86,21.08,2013,6/4/13,6,2013,1
DIL,479.84,2.6,0,4,2,99.1,9.86,20.94,2013,6/5/13,6,2013,0.333333333
ZOR,277.5,6.2,NA,8,2,99.1,9.86,20.94,2013,6/5/13,6,2013,NA
TOR,187.83,3.6,0,8,1,99.1,9.86,20.94,2013,6/5/13,6,2013,0
NEP,384.91,1.2,NA,5,3,99.4,9.82,20.71,2013,6/6/13,6,2013,0
GOB,338.29,5.2,NA,11,1,99.4,9.82,20.71,2013,6/6/13,6,2013,0.111111111
ORE,231.09,5.5,0,8,1,99.4,9.82,20.71,2013,6/6/13,6,2013,0
TEC,271.73,5.8,NA,8,1,99.4,9.82,20.71,2013,6/6/13,6,2013,1
CLY,271.35,3.3,0.333333333,2,3,99.4,9.82,20.71,2013,6/6/13,6,2013,0.5
ISA,305.58,2.9,0.5,3,3,101.4,9.72,20.41,2013,6/7/13,6,2013,0.666666667
CUE,207.95,2.7,1,5,3,101.4,9.72,20.41,2013,6/7/13,6,2013,1
ZOR,472.32,6.2,NA,8,2,102.4,9.71,20.24,2013,6/8/13,6,2013,NA
XAV,314.55,4.4,NA,7,3,102.4,9.71,20.24,2013,6/8/13,6,2013,0.714285714
